epoch,loss,accuracy,val_loss,val_accuracy
1,0.9289348125457764,0.7316446900367737,1.3619482517242432,0.635831356048584
2,0.9106205105781555,0.7357831001281738,1.3507084846496582,0.6387587785720825
3,0.8929814100265503,0.7420620918273926,1.3384839296340942,0.6428571343421936
4,0.8788161277770996,0.7437031865119934,1.3789007663726807,0.6329039931297302
5,0.855153501033783,0.7525508403778076,1.3375496864318848,0.6387587785720825
6,0.851620614528656,0.7538352012634277,1.3144869804382324,0.6487119197845459
7,0.8288594484329224,0.7591865658760071,1.3310974836349487,0.6399297714233398
8,0.8131638169288635,0.7644666433334351,1.3054944276809692,0.6504684090614319
9,0.8060012459754944,0.763824462890625,1.3313536643981934,0.652810275554657
10,0.7902925610542297,0.7722440361976624,1.3059331178665161,0.648126482963562
11,0.7780154347419739,0.7753121852874756,1.2967283725738525,0.6510538458824158
12,0.7577013373374939,0.7774527072906494,1.2903436422348022,0.6510538458824158
13,0.7545405030250549,0.7771673202514648,1.3016042709350586,0.6522248387336731
14,0.7478997707366943,0.7806635499000549,1.2921723127365112,0.6598360538482666
15,0.7287253141403198,0.7805208563804626,1.3391015529632568,0.6446135640144348
16,0.7083916068077087,0.7892971634864807,1.2585173845291138,0.6668618321418762
17,0.6865184903144836,0.8003567457199097,1.2589634656906128,0.6615924835205078
18,0.6742986440658569,0.8045665621757507,1.261305332183838,0.6563231945037842
19,0.6594350934028625,0.8099892735481262,1.2638721466064453,0.6656908392906189
20,0.6642178297042847,0.8051373362541199,1.2491518259048462,0.6686182618141174
21,0.6399744153022766,0.812201201915741,1.256248116493225,0.6662763357162476
22,0.6502494812011719,0.811130940914154,1.2469086647033691,0.6680327653884888
23,0.6368265151977539,0.8196932077407837,1.2434431314468384,0.6680327653884888
24,0.6362338662147522,0.8169817924499512,1.2393949031829834,0.6727166175842285
25,0.6276279091835022,0.8188369870185852,1.2421798706054688,0.6709601879119873
26,0.6179252862930298,0.8244024515151978,1.2501369714736938,0.6610070466995239
27,0.6184002161026001,0.8188369870185852,1.2331578731536865,0.6709601879119873
28,0.6044105291366577,0.8264002799987793,1.2371156215667725,0.6686182618141174
29,0.6084805130958557,0.8244024515151978,1.2370656728744507,0.6774004697799683
0,1.4454467296600342,0.5857295989990234,1.5769975185394287,0.6001170873641968
1,1.1140601634979248,0.6665001511573792,1.4024931192398071,0.6370023488998413
2,0.9772018194198608,0.7033178806304932,1.3717725276947021,0.6487119197845459
3,0.896500289440155,0.7319300770759583,1.346766710281372,0.658665120601654
4,0.8280733227729797,0.7481269836425781,1.333137035369873,0.6580796241760254
5,0.7944318056106567,0.7633963823318481,1.2747093439102173,0.6779859662055969
6,0.7477269768714905,0.7773813605308533,1.2418551445007324,0.6768149733543396
7,0.692236602306366,0.7947912812232971,1.2427064180374146,0.6867681741714478
8,0.6773178577423096,0.7976453900337219,1.2074283361434937,0.6768149733543396
9,0.6623373031616211,0.803496241569519,1.2008154392242432,0.688524603843689
10,0.6403592228889465,0.8067784309387207,1.1952545642852783,0.6984777450561523
11,0.6041070818901062,0.8194791078567505,1.1836048364639282,0.699063241481781
12,0.5878465175628662,0.8273278474807739,1.1290537118911743,0.7148711681365967
13,0.5536997318267822,0.84138423204422,1.1191307306289673,0.709601879119873
14,0.5352231860160828,0.8417409658432007,1.1092461347579956,0.7142857313156128
15,0.5170882344245911,0.850160539150238,1.1405084133148193,0.7031615972518921
16,0.5043615102767944,0.8511594533920288,1.116854190826416,0.7107728123664856
17,0.47878995537757874,0.8637887835502625,1.0976672172546387,0.7148711681365967
18,0.46706148982048035,0.8646450042724609,1.1051199436187744,0.7154566645622253
19,0.4461107552051544,0.8692115545272827,1.1087443828582764,0.7154566645622253
